# host_unix_ns,fpga_counter_us
1786492768805742000,275197448
1786492769844242500,276237773
1786492770854506000,277247289
1786492771869929500,278267717
1786492772897374500,279287400
1786492773918703500,280307203
1786492774974400500,281368508
1786492775995081500,282389153
1786492777023999500,283427110
1786492778048427500,284437126
1786492779069720500,285467149
1786492780110717500,286489787
1786492781138243500,287537121
1786492782198055000,288597080
1786492783184454500,289578364
1786492784188197500,290587159
1786492785203667500,291597779
1786492786240413000,292626816
1786492787244628000,293647657
1786492788264633000,294658639
1786492789334228500,295737576
1786492790328477500,296718017
1786492791359444500,297756819
1786492792353703500,298757764
1786492793343212500,299738301
1786492794354666000,300747882
1786492795364334500,301767069
1786492796423874000,302817189
1786492797413399000,303808247
1786492798408427000,304807229
1786492799423015000,305807335
1786492800438648000,306836923
1786492801463341000,307866688
1786492802463714000,308856305
1786492803508560500,309897991
1786492804508892500,310896769
1786492805523575500,311916975
1786492806563585500,312949336
1786492807603581500,313996738
1786492808618999500,315006624
1786492809638885500,316027351
1786492810981202500,317366778
1786492812014817500,318407934
1786492813044912500,319437532
1786492814085293000,320481365
1786492815124677500,321517368
1786492816155408000,322547967
1786492817173930000,323567655
1786492818178690000,324567985
1786492819198681000,325596982
1786492820229264000,326617315
1786492821264170000,327656942
1786492822304186000,328698845
1786492823385889000,329818079
1786492824625221500,330986904
1786492825993812000,332446942
1786492827078939500,333477400
1786492828104196500,334486978
1786492829119265500,335517200
1786492830154256000,336546547
1786492831168826000,337566929
1786492832248844500,338647058
1786492833293892000,339697031
1786492834336730000,340728032
1786492835339567000,341736380
1786492836358791500,342747687
1786492837479036000,343898372
1786492838542366500,344947527
1786492840022343500,346529759
1786492841144491500,347528155
1786492842174482500,348568336
1786492843188375500,349578676
1786492844188174500,350577105
1786492845193528500,351588268
1786492846233579000,352648285
1786492847263467000,353666767
1786492848268632000,354657514
1786492849283930500,355676648
1786492850304440500,356686725
1786492851318788000,357711066
1786492852329867000,358726778
1786492853379606000,359796037
1786492854439167500,360839444
1786492855453638000,361836674
1786492856448427500,362846800
1786492857453311000,363837291
1786492858448797000,364846950
1786492859444011500,365837014
1786492860464429000,366846642
1786492861476744500,367866529
1786492862469370000,368858026
1786492863484400000,369877100
1786492864504540500,370897080
1786492865545565000,371936981
1786492866563233500,372947601
1786492867603434000,373966313
1786492868634818500,375028021
1786492869643427000,376036903
1786492870643810000,377037617
1786492871664042500,378057165
1786492872674708500,379066780
1786492873679712000,380076647
1786492874714055000,381086939
1786492875743610000,382146566
1786492876755967500,383146926
1786492877798943000,384189434
1786492878833907000,385227049
1786492879845437500,386236733
1786492880873870000,387267250
1786492881914678000,388296942
1786492882969848500,389357132
1786492883984712000,390378569
1786492884974154000,391366832
1786492885998496000,392397276
1786492887028872500,393417640
1786492888045419500,394437340
1786492889119891000,395548946
1786492890168847000,396547286
1786492891189135000,397586913
1786492892198941000,398587486
1786492893234788000,399626790
1786492894249057000,400636867
1786492895268931000,401676947
1786492896283493500,402699251
1786492897313856500,403706920
1786492898323681000,404716686
1786492899328832500,405727133
1786492900324077500,406726924
1786492901329256000,407718634
1786492902358858500,408757019
1786492903399835000,409845441
1786492904435606500,410828331
1786492905455275500,411847427
1786492906474196500,412866968
1786492907524271500,413877777
1786492908943246500,415000360
1786492910726934000,417038482
1786492912303717000,418622498
1786492913861264500,420199642
1786492915456887500,421818191
1786492916968712500,423325160
1786492918502876500,424845366
1786492919922271000,426291639
1786492921341872000,427669686
1786492922842313000,429213420
1786492924419914500,430752345
1786492925903127000,432256039
1786492927334830000,433681979
1786492928807934000,435139434
1786492930314921500,436679486
1786492931744083500,438071038
1786492933329044500,439619463
1786492934856734500,441190428
1786492936344937500,442672484
1786492937844578500,444228792
1786492939432289500,445821276
1786492940944112000,447326840
1786492942374334500,448724945
1786492943883514500,450207958
1786492945317192500,451642468
1786492946841572000,453183691
1786492948298727000,454704361
1786492949344389500,455736322
1786492950354099000,456746735
1786492951354094000,457766213
1786492952369487500,458766317
1786492953404188000,459776387
1786492954454012500,460846369
1786492955474561500,461866558
1786492956478592000,462867148
1786492957509329000,463896654
1786492958533935000,464917073
1786492959520248500,465916339
1786492960529215000,466886195
1786492961563806500,467956714
1786492962570680500,468966501
1786492963559059000,469957022
1786492964589844500,470977735
1786492965624637000,472016624
1786492966658747500,473056419
1786492967673763500,474047813
1786492968683467500,475076543
1786492969664493000,476056473
1786492970654762000,477055858
1786492971670287500,478056973
1786492972700141000,479096820
1786492973699683000,480097662
1786492974745376500,481116527
1786492975805014500,482197004
1786492976829692500,483217827
1786492977854892500,484246795
1786492978882418000,485266915
1786492979894546000,486286364
1786492980914529000,487306642
1786492981969849500,488326699
1786492983014991000,489396673
1786492984029599000,490427423
1786492985075716500,491467043
1786492986114365500,492507196
1786492987155326500,493536647
1786492988184897000,494576945
1786492989234234000,495651756
1786492990290937500,496676615
1786492991309116500,497699604
1786492992345051000,498737123
1786492993374341000,499766707
1786492994409898500,500807624
1786492995444610500,501827496
1786492996543590500,502926709
1786492997569537500,503966607
1786492998594681000,504986430
1786492999635804000,506018078
1786493000675738000,507066831
1786493001702018500,508097359
1786493002729724000,509117390
1786493003795082500,510187109
1786493004826237500,511217024
1786493005871755500,512257386
1786493006904837500,513296226
1786493007936462500,514327111
1786493008949539500,515346982
1786493009963842500,516366293
1786493011014394500,517406766
1786493012047177500,518436633
1786493013085616000,519477490
1786493014115293500,520507570
1786493015149416000,521546234
1786493016175205500,522566207
1786493017179058500,523565862
1786493018235010500,524636358
1786493019249596000,525626383
1786493020793875000,527007567
1786493022910438500,529239381
1786493024025103500,530416529
1786493025068596500,531486468
1786493026094697000,532486379
1786493027104574500,533498755
1786493028126075000,534518114
1786493029134640000,535531068
1786493030189236500,536576443
1786493031229469500,537616401
1786493032288440500,538675916
1786493033346166000,539747977
1786493034363887000,540746703
1786493035365891000,541767598
1786493036354279000,542758164
1786493037357638000,543746210
1786493038395767500,544788065
1786493039464892000,545847620
1786493040474985500,546866635
1786493041474212000,547856799
1786493042495693500,548898154
1786493043547189000,549927349
1786493044580126000,550967004
1786493045599814000,551986151
1786493046674322000,553056177
1786493047675321000,554076276
1786493048684626000,555077901
1786493049725565500,556116041
1786493050749680000,557146083
1786493051844547000,558236406
1786493052844275000,559226285
1786493053904628500,560286055
1786493054930465500,561317136
1786493055955132500,562348441
1786493056989328500,563377851
1786493058004366500,564395549
1786493059010004000,565397661
1786493060040365500,566427458
1786493061084360500,567476124
1786493062115998500,568507222
1786493063140539500,569538250
1786493064190414500,570576290
1786493065199541500,571596978
1786493066229970000,572617217
1786493067255301000,573647309
1786493068319366500,574714739
1786493069369888500,575759619
1786493070410175000,576797576
1786493071434599500,577836250
1786493072444560000,578846212
1786493073459740500,579856406
1786493074489085500,580881615
1786493075515687000,581906667
1786493076544322000,582936018
1786493077570316000,583956269
1786493078574528500,584966431
1786493079599459000,585993498
1786493080613950500,587017230
1786493081625953500,588017989
1786493082861625000,589269834
1786493084536321000,591033325
1786493085826025500,592216929
1786493086840668500,593227753
1786493087865426500,594266226
1786493088879632500,595265715
1786493089908440000,596296144
1786493090909686500,597306131
1786493091914114500,598295804
1786493092905139500,599296123
