# host_unix_ns,fpga_counter_us
1786578191402063500,159601
1786578192430603500,1189592
1786578193445809000,2199391
1786578194450647500,3199275
1786578195471432000,4229341
1786578196538197500,5317470
1786578197595797000,6359425
1786578198590560500,7359603
1786578199597246500,8339570
1786578200602633500,9359751
1786578201621351000,10369846
1786578202681184000,11399353
1786578203730693000,12489199
1786578204725781000,13479533
1786578205725451500,14469347
1786578206730983000,15479126
1786578207745847500,16499729
1786578208745756500,17499346
1786578209810453500,18559818
1786578210825541000,19578818
1786578211820658000,20578978
1786578212811213000,21559407
1786578213812171000,22569286
1786578214811005500,23569634
1786578215801937000,24569003
1786578216818042500,25569405
1786578217825464000,26580011
1786578218820716000,27579080
1786578219835682000,28590507
1786578220830578500,29590004
1786578221840501500,30597713
1786578222830474000,31588998
1786578223835342500,32619574
1786578224855672500,33619058
1786578225866216000,34619512
1786578226875985500,35631253
1786578227903759000,36649650
1786578228906309500,37659330
1786578229935561000,38689384
1786578230970964500,39758974
1786578232020525000,40770970
1786578233061399000,41820026
1786578234096452000,42869433
1786578235085827000,43849156
1786578236090602500,44849613
1786578237110721000,45870599
1786578238140725500,46919724
1786578239190815000,47949450
1786578240235696000,48979284
1786578241261184000,50010131
1786578242281127000,51028697
1786578243285420500,52049361
1786578244282688500,53039244
1786578245325844500,54089817
1786578246346344000,55079177
1786578247351071500,56101847
1786578248370743000,57129136
1786578249386174000,58150190
1786578250405641500,59168476
1786578251441009500,60189168
1786578252465558500,61239510
1786578253481059500,62229762
1786578254490856000,63239627
1786578255520619500,64279140
1786578256530728500,65278834
1786578257530439500,66305143
1786578258525530500,67279055
1786578259576250000,68359224
1786578260636101500,69379344
1786578261671220500,70430437
1786578262671056500,71429966
1786578263685846000,72439397
1786578264686131000,73439513
1786578265675742000,74420139
1786578266685949500,75466232
1786578267701556000,76452099
1786578268705842500,77459205
1786578269720372500,78479202
1786578270715815500,79468814
1786578271710730000,80459029
1786578272742869000,81500042
1786578273800565000,82529047
1786578274842320500,83589072
1786578275885772000,84638838
1786578276886022500,85648480
1786578277875852000,86629617
1786578278880989500,87638926
1786578279882385000,88639044
1786578280900559000,89628831
1786578281921003000,90680301
1786578282921443500,91678659
1786578283946429000,92699669
1786578284956064000,93710141
1786578285980304000,94739298
1786578286995607000,95748967
1786578288050892500,96769887
1786578289091043000,97839020
1786578290090588000,98849376
1786578291070560500,99828945
1786578292050351500,100809244
1786578293045929000,101809456
1786578294015241500,102769402
1786578295020579000,103749004
1786578296040489000,104799044
1786578297015513500,105779044
1786578298016796000,106779140
1786578299015513000,107768837
1786578300020493000,108778918
1786578301015562500,109769127
1786578302000524500,110761095
1786578303062217000,111819469
1786578304060484500,112818791
